"QKEY","F_GENDER","JOKE1_W74","CANCUL1_W74"
201801123280,1,1,2
201801123312,1,1,2
201801123316,1,2,2
201801123324,1,2,2
201801123335,1,1,1
201801123361,1,2,2
201801123365,1,2,2
201801123391,2,1,1
201801123395,2,1,2
201801123400,2,2,1
201801123437,2,1,1
201801123531,2,1,2
201801123592,1,2,2
201801123676,2,2,1
201801123709,2,1,1
201801123819,2,1,2
201801123822,1,1,1
201801123832,1,1,1
201801123844,2,1,1
201801123858,2,1,1
201801123945,2,1,1
201801123946,1,1,1
201801123959,2,1,1
201801123969,1,1,1
201801123990,2,2,2
201801124020,2,2,2
201801124078,2,1,1
201801124081,1,2,1
201801124115,1,2,2
201801124135,2,1,2
201801124206,1,2,1
201801124313,1,2,2
201801124321,1,2,2
201801124344,2,2,1
201801124369,1,1,1
201801124399,1,2,2
201801124405,1,2,1
201801124406,2,2,2
201801124418,1,2,2
201801124421,2,1,1
201801124485,2,1,2
201801124516,2,1,1
201801124587,1,2,2
201801124632,2,2,1
201801124810,1,1,1
201801124869,2,2,1
201801124870,2,2,2
201801124941,2,2,2
201801124980,2,2,1
201801125020,2,1,1
201801125026,1,1,2
201801125039,1,2,2
201801125095,1,1,1
201801125107,2,1,1
201801125137,1,1,1
201801125171,1,1,1
201801125177,1,2,1
201801125187,2,2,2
201801125236,2,1,1
201801125260,1,1,1
201801125269,2,2,2
201801125303,2,99,2
201801125418,1,1,1
201801125499,1,1,1
201801125563,2,2,1
201801125623,2,2,2
201801125653,2,2,2
201801125679,1,2,2
201801125691,1,2,2
201801125694,1,99,2
201801125732,1,1,1
201801125755,2,1,1
201801125775,2,2,2
201801125779,1,2,2
201801125784,2,2,1
201801125798,1,2,2
201801125812,2,2,1
201801125924,1,1,1
201801125972,1,1,1
201801126011,2,2,2
201801126040,2,2,1
201801126045,1,1,1
201801126057,2,2,2
201801126096,1,2,2
201801126200,1,1,1
201801126253,1,2,2
201801126255,1,2,1
201801126282,2,2,2
201801126294,2,1,1
201801126295,2,1,2
201801126340,1,1,2
201801126383,1,1,1
201801126387,2,2,1
201801126440,2,1,1
201801126450,2,2,1
201801126542,1,2,2
201801126656,2,2,2
201801126683,2,2,1
201801126710,2,2,2
201801126729,2,2,1
201801126789,2,2,1
201801126816,2,1,1
201801126835,2,1,2
201801126867,1,1,2
201801126915,2,2,1
201801126967,1,1,2
201801126987,2,2,2
201801126994,2,2,2
201801127054,1,1,1
201801127064,1,2,1
201801127136,1,2,2
201801127312,2,1,1
201801127331,1,2,2
201801127393,1,2,1
201801127407,1,2,2
201801127484,2,1,1
201801127492,2,2,2
201801127552,2,2,2
201801127566,2,2,2
201801127577,2,2,2
201801127589,1,1,1
201801127603,1,1,1
201801127614,1,1,1
201801127712,2,1,1
201801127773,1,2,1
201801127787,2,1,2
201801127849,2,2,1
201801128066,2,2,2
201801128070,2,2,2
201801128104,2,2,1
201801128145,1,2,2
201801128173,2,2,2
201801128214,1,2,1
201801128243,2,1,1
201801128293,2,2,2
201801128297,1,1,2
201801128299,2,2,2
201801128311,2,2,2
201801128400,1,1,2
201801128487,2,2,1
201801128508,1,2,2
201801128534,1,2,2
201801128591,2,2,1
201801128592,1,2,2
201801128636,2,2,2
201801128681,1,2,2
201801128690,2,2,1
201801128698,1,2,2
201801128708,2,1,2
201801128745,2,2,2
201801128755,1,2,1
201801128762,1,2,1
201801128813,2,2,1
201801128832,2,2,2
201801128840,2,2,2
201801128842,2,2,1
201801128855,2,1,1
201801128860,2,2,1
201801128871,2,1,1
201801128943,1,1,1
201801128946,2,2,1
201801128986,2,2,1
201801129021,1,1,2
201801129097,2,2,2
201801129165,2,1,1
201801129194,2,2,2
201801129203,2,2,1
201801129250,1,2,2
201801129328,2,1,1
201801129369,2,2,2
201801129431,1,2,1
201801129454,1,2,2
201801129483,2,1,1
201801129538,1,2,2
201801129597,2,1,1
201801129726,2,2,1
201801129732,2,1,1
201801129769,1,1,1
201801129772,2,1,1
201801129799,2,1,1
201801129813,2,2,1
201801129817,1,2,2
201801129918,2,1,1
201801129989,2,1,1
201801130086,1,2,2
201801130106,2,2,2
201801130116,1,2,2
201801130149,1,2,2
201801130231,1,2,1
201801130255,1,2,2
201801130260,1,2,2
201801130306,2,2,1
201801130345,2,1,1
201801130434,1,1,1
201801130449,2,1,1
201801130472,2,1,1
201801130576,2,2,2
201801130743,2,1,2
201801130758,2,2,1
201801130771,2,1,2
201801130776,2,1,1
201801130819,2,2,2
201801130851,2,1,1
201801130874,2,2,2
201801130887,2,1,1
201801130969,2,1,2
201801130986,1,2,2
201801131013,2,1,1
201801131028,1,2,2
201801131051,2,2,2
201801131058,2,2,2
201801131065,1,2,2
201801131100,2,1,1
201801131108,1,1,1
201801131211,1,2,2
201801131244,1,2,2
201801131259,1,2,2
201801131272,2,2,2
201801131295,2,1,1
201801131445,1,1,1
201801131457,2,1,1
201801131489,1,1,1
201801131512,2,1,2
201801131520,2,1,1
201801131584,1,2,2
201801131668,1,2,2
201801131690,1,2,1
201801131764,1,1,2
201801131775,1,1,1
201801131916,2,1,2
201801131979,2,2,1
201801132091,1,2,1
201801132129,1,2,1
201801132137,2,2,1
201801132162,2,2,2
201801132256,2,1,2
201801132283,2,2,1
201801132299,2,1,1
201801132327,1,2,2
201801132331,2,1,1
201801132371,1,2,2
201801132378,2,1,2
201801132409,1,2,2
201801132497,1,2,2
201801132569,1,2,1
201801132584,2,1,1
201801132591,1,2,1
201801132614,2,2,1
201801132622,1,1,2
201801132627,1,2,1
201801132663,1,2,2
201801132821,1,2,2
201801132871,1,2,1
201801132881,1,2,2
201801132888,1,2,2
201801133013,1,1,1
201801133036,1,1,2
201801133073,2,1,2
201801133136,1,1,1
201801133149,1,2,1
201801133263,2,1,1
201801133272,2,2,1
201801133329,2,2,1
201801133359,2,1,2
201801133366,1,1,1
201801133370,2,1,2
201801133376,2,2,1
201801133570,2,1,1
201801133605,2,1,1
201801133641,2,1,1
201801133651,2,1,1
201801133697,2,1,2
201801133702,2,1,1
201801133729,2,2,2
201801133736,1,2,2
201801133790,2,1,1
201801133960,1,2,1
201801133980,2,2,1
201801133995,2,2,2
201801134079,2,2,2
201801134198,1,2,1
201801134212,1,1,1
201801134238,1,2,2
201801134242,2,1,1
201801134270,2,1,1
201801134315,1,2,2
201801134328,2,1,1
201801134353,1,2,2
201801134373,2,1,1
201801134386,2,2,1
201801134391,2,1,1
201801134499,1,1,1
201801134529,2,1,1
201801134550,2,1,2
201801134589,2,1,1
201801134603,1,2,2
201801134738,1,2,2
201801134774,2,2,2
201801134808,2,1,1
201801134823,2,1,1
201801134826,1,1,1
201801134865,1,2,2
201801134876,1,1,1
201801134953,2,1,1
201801135019,1,2,2
201801135033,2,1,1
201801135059,1,1,1
201801135074,2,1,1
201801135091,1,2,2
201801135095,1,1,1
201801135108,2,2,1
201801135133,1,1,1
201801135240,1,2,1
201801135271,2,2,2
201801135294,2,1,1
201801135306,2,2,1
201801135363,2,1,1
201801135382,1,2,2
201801135394,1,2,2
201801135444,1,1,1
201801135447,2,2,1
201801135454,1,2,2
201801135487,1,1,1
201801135489,2,2,1
201801135503,2,2,1
201801135540,2,2,1
201801135548,2,1,1
201801135572,1,2,1
201801135585,1,1,1
201801135610,1,2,1
201801135716,2,2,2
201801135725,2,2,1
201801135772,1,1,1
201801135801,2,2,2
201801135824,2,2,1
201801135855,1,2,1
201801135858,2,2,1
201801135910,2,1,2
201801135919,2,1,2
201801136029,2,1,2
201801136032,2,1,1
201801136035,2,1,1
201801136041,1,2,1
201801136048,2,2,1
201801136049,2,2,1
201801136143,2,1,1
201801136313,2,1,2
201801136343,2,1,1
201801136367,1,1,1
201801136394,1,2,2
201801136409,2,2,1
201801136423,1,1,2
201801136438,2,1,1
201801136497,1,2,2
201801136559,1,2,1
201801136565,2,99,2
201801136584,2,2,2
201801136593,1,1,1
201801136622,2,2,1
201801136625,2,1,1
201801136631,1,2,1
201801136759,2,1,1
201801136838,2,1,1
201801136864,2,1,1
201801136872,2,1,1
201801136924,2,2,1
201801136947,1,2,1
201801136967,2,2,1
201801137033,2,1,2
201801137039,2,2,1
201801137059,1,1,1
201801137120,2,2,1
201801137127,2,2,1
201801137129,2,1,1
201801137133,2,1,1
201801137153,2,1,1
201801137173,2,1,1
201801137192,2,1,1
201801137254,2,2,1
201801137306,2,2,1
201801137386,2,1,2
201801137404,1,1,1
201801137415,2,1,1
201801137449,1,1,1
201801137479,1,1,1
201801137484,1,1,1
201801137499,1,1,2
201801137504,2,2,2
201801137505,2,2,2
201801137507,1,1,1
201801137523,2,1,1
201801137536,2,1,1
201801137555,1,1,1
201801137573,1,1,1
201801137595,2,2,1
201801137604,2,1,1
201801137614,2,1,1
201801137617,1,1,1
201801137624,2,1,1
201801137637,2,1,1
201801137659,2,1,1
201801137705,2,1,1
201801137710,2,1,1
201801137731,1,2,2
201801137746,2,2,2
201801137756,1,1,1
201801137759,2,1,1
201801137781,1,1,1
201801137846,2,2,1
201801137915,2,2,1
201801137958,1,2,2
201801137978,2,1,1
201801137981,1,2,2
201801137984,1,1,1
201801137985,2,2,1
201801138000,2,1,2
201801138015,1,2,2
201801138029,2,2,1
201801138058,2,1,1
201801138062,1,2,2
201801138081,2,2,2
201801138120,1,1,1
201801138129,2,2,1
201801138148,2,1,1
201801138169,2,2,2
201801138172,1,2,2
201801138203,1,2,1
201801138304,2,1,1
201801138340,2,2,2
201801138350,2,2,2
201801138434,1,1,1
201801138494,2,2,1
201801138520,1,2,2
201801138553,1,1,1
201801138584,2,2,1
201801138601,1,2,2
201801138642,2,2,1
201801138703,2,2,2
201801138719,1,1,1
201801138739,2,2,2
201801138757,1,1,1
201801138834,1,2,2
201801138860,2,1,2
201801138862,1,1,1
201801138876,1,2,2
201801138909,1,2,1
201801138919,2,2,2
201801138932,2,1,1
201801138942,1,2,2
201801138989,2,2,2
201801139007,2,99,2
201801139015,1,2,1
201801139036,2,1,1
201801139108,1,2,2
201801139157,1,1,1
201801139164,1,1,1
201801139170,1,2,1
201801139196,2,2,2
201801139200,2,2,2
201801139212,1,1,1
201801139222,1,2,2
201801139233,2,2,2
201801139251,1,2,2
201801139253,1,1,1
201801139276,2,1,1
201801139279,1,1,1
201801139291,1,1,2
201801139292,2,1,1
201801139306,1,1,1
201801139310,1,1,1
201801139337,1,2,2
201801139359,1,1,1
201801139408,1,1,1
201801139412,2,2,2
201801139470,1,2,2
201801139491,2,1,1
201801139500,2,2,2
201801139501,1,2,1
201801139510,2,1,1
201801139513,2,1,1
201801139520,1,1,1
201801139533,1,1,1
201801139543,2,1,1
201801139569,1,1,1
201801139624,2,2,2
201801139640,2,1,2
201801139651,1,2,1
201801139666,1,1,1
201801139694,2,1,1
201801139696,1,2,1
201801139704,1,2,2
201801139725,2,1,1
201801139746,2,1,1
201801139773,1,1,1
201801139819,2,2,1
201801139864,2,2,1
201801139874,2,1,1
201801139978,2,2,1
201801139991,2,1,1
201801140035,1,1,1
201801140040,2,2,2
201801140044,1,1,1
201801140059,1,1,1
201801140070,2,1,1
201801140115,1,2,1
201801140140,2,1,1
201801140179,2,1,1
201801140191,1,1,1
201801140198,2,1,1
201801140200,2,1,1
201801140203,1,1,1
201801140222,2,1,2
201801140287,2,1,1
201801140297,2,1,2
201801140322,1,1,1
201801140393,1,1,1
201801140404,2,1,1
201801140424,2,1,1
201801140512,1,2,1
201801140529,1,1,2
201801140536,2,1,1
201801140552,2,1,1
201801140601,1,2,2
201801140622,2,2,1
201801140658,2,1,1
201801140679,1,1,1
201801140717,1,2,2
201801140730,2,1,1
201801140744,1,2,2
201801140773,2,1,1
201801140843,2,1,1
201801140856,1,2,2
201801140858,2,2,2
201801140868,1,1,1
201801140880,1,2,2
201801140918,1,2,2
201801140972,2,2,2
201801140992,1,1,1
201801141010,2,2,2
201801141046,2,1,1
201801141072,2,1,2
201801141107,2,1,1
201801141152,2,2,1
201801141153,2,2,2
201801141168,1,1,1
201801141176,2,1,1
201801141215,1,2,2
201801141273,2,2,2
201801141321,2,2,1
201801141330,1,1,1
201801141362,1,2,2
201801141398,2,1,1
201801141400,1,1,2
201801141520,2,1,2
201801141536,1,2,1
201801141668,2,2,2
201801141679,2,2,1
201801141701,2,2,1
201801141704,1,2,2
201801141713,2,2,1
201801141779,1,2,2
201801141958,1,2,2
201801141959,1,2,1
201801141990,2,2,2
201801142007,1,2,2
201801142030,2,2,2
201801142113,2,2,2
201801142154,2,2,2
201801142213,1,2,2
201801142224,1,1,1
201801142230,2,2,2
201801142263,1,2,1
201801142271,2,1,1
201801142285,2,1,2
201801142289,1,2,2
201801142302,2,2,2
201801142370,1,2,2
201801142379,2,1,1
201801142383,2,1,1
201801142403,2,2,2
201801142415,2,1,1
201801142461,2,1,2
201801142507,2,2,1
201801142516,1,2,1
201801142528,2,1,1
201801142545,2,1,1
201801142679,2,1,1
201801142704,2,1,1
201801142739,2,1,1
201801142748,1,2,1
201801142772,1,1,1
201801142774,1,1,1
201801142831,1,2,2
201801142861,2,2,2
201801142863,1,1,1
201801142948,2,2,1
201801142968,2,2,1
201801142976,2,1,1
201801142995,2,1,1
201801142998,2,2,2
201801143018,2,1,1
201801143024,2,2,2
201801143030,2,1,1
201801143036,2,2,2
201801143040,1,1,1
201801143041,1,2,2
201801143061,2,1,2
201801143094,2,2,2
201801143130,2,2,2
201801143238,2,1,1
201801143242,1,2,1
201801143248,1,2,1
201801143311,1,2,2
201801143391,2,2,2
201801143393,2,2,1
201801143477,1,2,2
201801143494,2,2,2
201801143518,2,2,1
201801143582,2,1,1
201801143600,1,2,2
201801143602,2,1,1
201801143611,1,2,2
201801143637,1,2,2
201801143639,2,1,1
201801143685,2,2,2
201801143732,2,1,1
201801143774,2,1,1
201801143800,1,1,1
201801143850,2,2,1
201801143877,1,2,2
201801143900,2,1,1
201801143924,2,1,2
201801143961,1,2,2
201801143964,2,2,2
201801143966,1,1,1
201801143997,2,1,1
201801144006,2,2,2
201801144063,1,2,2
201801144075,1,2,2
201801144194,2,1,1
201801144213,2,1,1
201801144281,2,1,2
201801144329,2,1,1
201801144373,2,1,1
201801144377,1,2,1
201801144386,2,1,2
201801144434,1,1,1
201801144500,1,2,2
201801144569,2,1,1
201801144579,1,1,1
201801144618,1,2,1
201801144709,1,1,1
201801144717,1,1,1
201801144720,1,2,2
201801144788,2,2,1
201801144797,1,1,1
201801144844,2,1,1
201801144936,1,1,1
201801144937,2,1,1
201801144944,2,2,2
201801145037,2,1,1
201801145066,2,1,1
201801145138,1,1,1
201801145171,1,2,2
201801145194,2,1,1
201801145196,1,1,1
201801145256,1,1,1
201801145285,1,1,1
201801145291,1,2,2
201801145318,2,2,2
201801145347,1,1,1
201801145367,2,1,1
201801145384,1,2,2
201801145389,1,2,1
201801145436,2,1,1
201801145458,2,2,2
201801145466,2,2,2
201801145481,2,2,2
201801145538,2,2,1
201801145557,1,2,1
201801145696,1,2,1
201801145735,1,2,2
201801145791,2,1,1
201801145796,2,2,1
201801145812,2,1,1
201801145861,1,2,2
201801145959,1,2,1
201801145969,2,2,1
201801145987,1,1,1
201801146017,1,99,2
201801146168,1,2,2
201801146226,2,1,1
201801146258,1,2,2
201801146272,2,1,1
201801146276,1,2,1
201801146395,1,2,1
201801146402,2,2,1
201801146425,1,2,1
201801146431,2,1,1
201801146530,1,2,2
201801146651,2,1,1
201801146661,2,1,1
201801146743,2,1,1
201801146853,2,2,2
201801146904,2,2,2
201801147025,2,2,2
201801147065,1,1,1
201801147134,2,1,1
201801147166,1,2,2
201801147207,2,1,1
201801147240,1,2,2
201801147260,2,99,2
201801147269,1,2,2
201801147286,1,2,1
201801147292,1,2,2
201801147325,2,2,1
201801147352,2,2,1
201801147358,1,2,2
201801147397,1,2,1
201801147493,2,1,1
201801147527,2,1,1
201801147532,1,1,1
201801147539,2,1,1
201801147551,2,1,1
201801147567,1,1,1
201801147704,1,2,2
201801147739,1,2,1
201801147764,2,2,2
201801147801,1,1,1
201801147864,1,2,1
201801147996,1,2,2
201801148011,2,1,2
201801148031,1,2,2
201801148033,2,1,1
201801148038,1,1,1
201801148076,1,2,2
201801148100,1,2,2
201801148103,2,2,1
201801148159,2,2,1
201801148185,2,2,1
201801148195,2,2,2
201801148228,1,2,2
201801148364,2,2,2
201801148386,2,1,2
201801148476,2,2,1
201801148568,1,1,2
201801148603,1,1,1
201801148621,2,2,2
201801148647,1,1,1
201801148662,1,1,1
201801148665,2,2,2
201801148684,2,2,2
201801148733,1,2,2
201801148783,2,2,1
201801148911,2,2,1
201801148918,2,2,2
201801148928,1,1,1
201801148930,1,2,1
201801148960,2,1,1
201801149020,1,2,2
201801149023,2,1,1
201801149143,1,2,2
201801149167,1,2,2
201801149199,2,1,1
201801149200,1,1,2
201801149204,2,1,1
201801149233,2,1,1
201801149273,2,1,1
201801149303,1,2,1
201801149311,1,1,1
201801149361,1,2,1
201801149390,2,2,2
201801149467,2,99,2
201801149496,1,2,2
201801149546,2,1,1
201801149552,1,1,1
201801149559,1,1,1
201801149580,2,2,1
201801149581,1,2,2
201801149630,2,2,1
201801149640,2,2,2
201801149688,2,1,1
201801149691,2,1,1
201801149708,1,1,2
201801149796,1,2,2
201801149928,2,2,1
201801149935,2,1,1
201801149954,2,2,1
201801149970,2,1,1
201801150001,1,2,2
201801150074,1,99,1
201801150088,1,2,2
201801150144,2,2,1
201801150222,2,1,2
201801150277,2,1,1
201801150293,2,2,1
201801150324,2,1,2
201801150530,2,2,2
201801150534,2,2,2
201801150540,1,2,2
201801150554,2,2,1
201801150614,2,1,1
201801150723,2,1,1
201801150743,2,2,1
201801150777,2,2,1
201801150799,1,1,2
201801150805,1,2,2
201801150806,1,1,1
201801150834,1,1,1
201801150850,1,2,2
201801150851,1,1,1
201801151012,2,1,1
201801151084,1,2,2
201801151111,1,1,1
201801151120,2,2,1
201801151154,1,1,1
201801151181,2,1,1
201801151205,2,1,1
201801151212,2,1,1
201801151219,1,2,2
201801151281,1,1,1
201801151301,2,1,1
201801151376,2,1,1
201801151406,2,2,2
201801151427,1,1,1
201801151447,2,1,1
201801151468,2,1,1
201801151499,2,1,2
201801151530,1,2,2
201801151574,2,1,1
201801151662,2,1,1
201801151687,2,2,2
201801151801,1,2,1
201801151824,2,2,2
201801151839,2,2,2
201801151843,2,2,1
201801151900,1,1,1
201801151935,2,2,1
201801152012,2,1,1
201801152016,2,1,2
201801152117,2,2,1
201801152181,1,2,1
201801152266,2,2,2
201801152285,2,2,1
201801152296,2,2,2
201801152359,2,99,1
201801152382,1,2,1
201801152401,2,2,2
201801152403,1,2,2
201801152450,1,1,2
201801152701,2,1,1
201801152812,1,2,1
201801152828,2,1,2
201801152901,1,2,1
201801153001,2,2,2
201801153002,1,2,2
201801153007,1,1,1
201801153031,2,1,1
201801153142,1,1,1
201801153161,2,1,1
201801153187,1,1,1
201801153188,1,1,1
201801153196,1,1,1
201801153243,1,1,1
201801153273,1,2,2
201801153304,1,1,1
201801153331,2,1,1
201801153340,2,1,1
201801153349,2,2,2
201801153428,2,1,2
201801153470,1,1,1
201801153485,2,2,1
201801153586,2,1,1
201801153631,2,1,1
201801153632,1,2,1
201801153646,2,2,1
201801153651,2,1,1
201801153699,2,1,1
201801153722,1,2,1
201801153749,2,2,1
201801153762,1,1,1
201801153828,2,1,1
201801153845,2,2,1
201801153920,2,1,1
201801153974,2,1,1
201801154057,2,1,1
201801154159,2,2,1
201801154171,2,2,2
201801154214,1,2,2
201801154215,2,1,1
201801154244,2,2,2
201801154253,2,2,2
201801154320,2,1,1
201801154339,1,2,2
201801154385,1,1,1
201801154412,1,2,2
201801154475,2,2,1
201801154608,2,2,2
201801154626,2,1,2
201801154667,2,1,1
201801154702,2,1,1
201801154731,2,2,2
201801154733,1,1,1
201801154752,1,2,2
201801154754,2,2,2
201801154810,2,1,1
201801154846,2,2,1
201801154866,2,1,1
201801154918,2,1,2
201801154932,2,2,2
201801154997,2,2,1
201801155023,2,1,1
201801155103,1,2,2
201801155181,1,2,1
201801155242,1,2,2
201801155320,2,1,1
201801155340,2,2,2
201801155356,2,2,2
201801155358,2,1,1
201801155374,2,1,2
201801155519,1,2,1
201801155588,2,2,2
201801155650,1,1,1
201801155654,1,1,1
201801155739,2,1,2
201801155862,2,2,2
201801155899,1,2,2
201801155909,2,2,2
201801156026,2,2,2
201801156072,1,2,2
201801156141,2,2,2
201801156169,2,2,2
201801156266,2,2,2
201801156332,2,2,2
201801156349,1,2,2
201801156371,1,2,2
201801156397,1,1,1
201801156569,2,2,2
201801156583,2,1,1
201801156616,2,2,1
201801156656,2,2,1
201801156754,1,2,2
201801156792,1,2,2
201801156825,1,2,1
201801156839,1,1,1
201801156873,1,2,1
201801156884,2,1,2
201801156889,2,1,1
201801156893,2,1,1
201801156934,2,2,2
201801156954,2,1,1
201801156957,2,2,2
201801156961,1,2,2
201801157003,1,2,2
201801157004,2,2,1
201801157139,2,99,1
201801157445,2,2,1
201801157451,1,1,2
201801157504,1,2,2
201801157616,1,1,1
201801157780,1,1,1
201801157802,2,1,1
201801157815,1,2,2
201801157839,1,2,2
201801157885,2,2,1
201801157934,1,2,1
201801157998,1,1,1
201801158104,1,2,1
201801158136,1,2,2
201801158236,2,2,2
201801158278,1,2,1
201801158338,1,2,2
201801158352,2,2,1
201801158375,1,2,2
201801158493,1,2,2
201801158519,1,1,2
201801158599,2,1,1
201801158713,2,1,2
201801158736,1,2,2
201801158824,2,2,2
201801158874,2,2,1
201801158915,2,1,1
201801159011,2,2,2
201801159013,2,2,2
201801159040,2,1,1
201801159159,2,2,2
201801159189,2,2,1
201801159213,2,1,1
201801159236,1,2,1
201801159269,1,1,2
201801159294,2,2,2
201801159302,1,1,1
201801159422,1,2,2
201801159490,2,1,1
201801159527,1,2,1
201801159532,2,1,1
201801159546,2,2,2
201801159570,2,2,2
201801159582,1,2,1
201801159589,1,2,1
201801159670,2,2,2
201801159671,1,2,1
201801159703,1,1,1
201801159708,2,1,1
201801159716,2,2,2
201801159857,2,1,1
201801159876,2,2,2
201801159989,2,1,1
201801160052,2,1,1
201801160141,1,2,2
201801160333,1,1,2
201801160405,2,2,1
201801160415,2,2,2
201801160540,1,1,1
201801160579,2,2,1
201801160609,2,2,2
201801160629,1,2,2
201801160667,2,2,1
201801160686,1,2,2
201801160694,2,1,1
201801160749,1,1,1
201801160843,2,2,2
201801160848,2,2,2
201801160849,1,2,2
201801161092,2,2,1
201801161094,2,99,1
201801161127,2,2,1
201801161178,1,2,2
201801161245,1,1,1
201801161252,1,2,1
201801161360,1,1,1
201801161390,1,2,2
201801161433,2,1,1
201801161471,2,2,1
201801161481,2,1,2
201801161497,2,1,1
201801161524,1,2,2
201801161526,2,1,1
201801161723,2,2,2
201801161750,2,2,2
201801161790,2,2,2
201801161806,2,1,1
201801161823,2,2,2
201801161831,2,1,1
201801161859,2,1,1
201801161977,2,1,1
201801161996,2,1,1
201801162019,2,2,2
201801162051,2,1,2
201801162091,1,1,2
201801162100,2,1,1
201801162123,2,1,1
201801162129,1,1,2
201801162202,2,2,2
201801162219,2,2,2
201801162322,1,1,1
201801162331,2,2,2
201801162360,1,1,1
201801162385,1,1,1
201801162469,1,2,1
201801162515,1,2,2
201801162556,1,2,1
201801162654,2,2,1
201801162662,1,2,1
201801162669,2,1,1
201801162743,2,2,1
201801162752,1,1,2
201801162837,2,2,2
201801162841,2,1,1
201801162895,1,2,1
201801162903,1,2,2
201801162974,2,2,2
201801162977,1,2,1
201801163060,2,2,2
201801163101,1,2,2
201801163137,2,1,1
201801163179,1,2,1
201801163201,2,1,1
201801163229,2,2,2
201801163250,2,1,1
201801163253,1,1,1
201801163281,1,2,2
201801163343,1,1,1
201801163349,2,1,1
201801163369,1,2,1
201801163395,1,1,1
201801163400,1,1,1
201801163406,1,2,1
201801163427,2,1,1
201801163442,2,2,2
201801163458,2,1,1
201801163471,1,1,1
201801163472,2,1,1
201801163485,1,1,1
201801163492,2,1,2
201801163509,2,1,1
201801163550,2,1,1
201801163590,1,1,1
201801163603,2,2,2
201801163678,1,2,2
201801163738,1,1,2
201801163842,1,2,2
201801163902,2,2,2
201801163944,1,1,1
201801163999,1,2,2
201801164008,1,2,1
201801164036,1,2,1
201801164185,1,2,2
201801164194,2,1,2
201801164218,1,1,1
201801164291,1,2,2
201801164292,2,2,2
201801164410,2,2,2
201801164458,1,2,2
201801164477,2,1,1
201801164496,2,2,2
201801164510,1,2,1
201801164516,1,2,1
201801164583,2,1,1
201801164594,2,1,1
201801164598,1,2,2
201801164606,2,1,1
201801164717,2,1,1
201801164762,2,1,1
201801164768,2,2,1
201801164776,1,2,1
201801164829,1,1,2
201801164843,1,2,2
201801164848,1,2,2
201801164943,1,2,1
201801164985,1,2,2
201801165100,2,2,1
201801165140,1,1,1
201801165142,1,2,2
201801165161,2,1,1
201801165251,1,1,1
201801165331,1,1,1
201801165413,2,1,1
201801165414,2,2,1
201801165453,2,1,1
201801165466,2,1,1
201801165488,2,2,1
201801165566,1,1,1
201801165595,2,1,1
201801165599,1,2,2
201801165610,2,1,1
201801165632,2,1,1
201801165666,2,1,1
201801165671,2,1,1
201801165706,1,2,1
201801165785,2,2,2
201801165867,1,2,2
201801165882,2,2,1
201801165887,1,2,2
201801165893,1,2,1
201801165931,2,2,1
201801166064,2,1,1
201801166080,1,1,1
201801166205,2,99,1
201801166316,2,1,1
201801166335,1,1,2
201801166467,2,2,1
201801166489,1,1,1
201801166524,2,1,1
201801166566,2,1,1
201801166589,2,2,2
201801166591,2,2,2
201801166608,2,2,1
201801166661,1,1,1
201801166671,2,2,2
201801166772,2,1,1
201801166794,2,2,2
201801166830,1,1,2
201801166831,2,1,2
201801166833,2,2,1
201801166856,2,2,2
201801166857,2,2,2
201801166868,1,2,2
201801166877,1,2,1
201801166910,1,2,2
201801166934,2,1,1
201801167031,1,2,2
201801167037,1,2,1
201801167043,2,2,1
201801167072,2,1,1
201801167132,2,2,2
201801167167,2,2,2
201801167168,1,2,2
201801167210,1,1,1
201801167214,1,2,2
201801167254,1,1,1
201801167288,1,1,1
201801167300,1,2,2
201801167315,2,1,1
201801167398,1,1,1
201801167438,1,1,2
201801167446,2,2,2
201801167499,2,1,1
201801167512,2,1,2
201801167527,2,1,1
201801167569,2,2,2
201801167574,1,1,1
201801167614,2,2,2
201801167625,1,2,2
201801167649,1,2,1
201801167653,1,2,2
201801167708,1,2,2
201801167822,2,2,1
201801167856,1,2,2
201801167874,2,2,1
201801167954,1,2,2
201801167999,1,1,2
201801168001,1,2,1
201801168008,1,2,2
201801168014,1,2,2
201801168032,1,1,2
201801168040,2,1,1
201801168112,2,2,2
201801168147,1,2,1
201801168167,1,1,1
201801168251,2,2,2
201801168285,2,2,2
201801168310,2,2,2
201801168350,1,2,2
201801168353,2,1,1
201801168390,1,2,2
201801168417,2,1,1
201801168484,1,1,1
201801168494,1,1,1
201801168511,1,1,1
201801168607,2,1,1
201801168646,2,1,1
201801168652,1,1,1
201801168715,2,1,1
201801168726,2,1,1
201801168729,1,2,2
201801168767,1,2,2
201801168877,2,1,1
201801168902,2,2,2
201801168907,1,1,1
201801168913,1,2,1
201801168927,2,1,1
201801168958,2,1,1
201801169046,1,2,2
201801169134,1,2,2
201801169148,2,2,1
201801169222,2,1,1
201801169224,2,2,2
201801169245,1,2,1
201801169317,2,2,2
201801169534,1,2,2
201801169539,1,2,2
201801169541,1,2,1
201801169658,1,1,1
201801169662,1,2,1
201801169681,2,1,1
201801169693,1,2,1
201801169841,2,1,1
201801169860,1,1,1
201801169886,2,1,2
201801169923,1,1,1
201801169948,1,2,2
201801169952,2,1,1
201801169994,2,1,2
201801170098,1,1,1
201801170173,1,2,1
201801170222,1,2,2
201801170256,1,2,2
201801170295,2,2,1
