"qkey","education","division","ideology","gender","race","cancul1","crimsent","weight_w92"
230801,"College graduate","Middle Atlantic","Conservative","Man","White","Accountable","About the right amount",0.417431348749058
231013,"Associate's Degree","East North Central","Moderate","Woman","Black","Accountable","Too little time",0.434893020368185
232131,"College graduate","New England","Conservative","Man","White",NA,"Too little time",0.335050354338599
232561,"Associate's Degree","Pacific","Moderate","Man","White",NA,"Too little time",0.547103159004088
233755,"Associate's Degree","Pacific","Very Liberal","Woman","White","Accountable","Too much time",0.552600631126306
234001,"Postgraduate","West North Central","Conservative","Woman","White","Punish","Too little time",0.531849095205024
234064,"College graduate","Pacific","Moderate","Man","White","Accountable","Too much time",0.388168479901642
234462,"Some College","Middle Atlantic","Very Conservative","Man","White","Punish","Too little time",0.403792943395848
234741,"Some College","Middle Atlantic","Moderate","Man","White","Punish","About the right amount",0.551443959904734
234783,"Some College","Middle Atlantic","Conservative","Man","White","Punish","About the right amount",0.64382394436257
234834,"High School Graduate","Middle Atlantic","Moderate","Woman","White","Accountable",NA,0.539491275434726
235086,"Postgraduate","Middle Atlantic","Conservative","Man","White","Punish","About the right amount",0.298302138818807
235304,"High School Graduate","New England","Moderate","Woman","White","Accountable","Too little time",0.732879010902448
235397,"Some College","East North Central","Moderate","Man","White","Punish","Too little time",0.42489390437785
235578,"Postgraduate","Mountain","Conservative","Man","Hispanic","Accountable","Too much time",0.279978880649985
235839,"Associate's Degree","Mountain","Conservative","Woman","White","Punish","Too little time",0.451768275189418
236140,"Postgraduate","Mountain","Liberal","Woman","White","Accountable","Too little time",0.341662912092103
236237,"Associate's Degree","South Atlantic","Moderate","Woman","White","Punish","About the right amount",0.309134604294783
236265,"Postgraduate","Middle Atlantic","Moderate","Woman","White","Accountable","About the right amount",0.860032931853489
236370,"Some College","West North Central","Very Conservative","Woman","White","Punish","Too little time",1.01213991323276
237091,"College graduate","Pacific","Moderate","Woman","White","Punish","Too little time",0.421332018086548
238002,"College graduate","New England","Conservative","Woman","White","Punish","Too little time",0.619000272374543
238030,"Some College","East North Central","Liberal","Man","White","Accountable","Too much time",0.351052285361035
238140,"Associate's Degree","South Atlantic","Very Conservative","Man","White","Punish","Too little time",0.246541138949447
238619,"Postgraduate","South Atlantic","Very Conservative","Woman","White","Punish","Too little time",0.249088998531587
238840,"College graduate","Mountain","Conservative","Woman","White","Accountable","Too little time",0.519060034400224
239009,"Some College","South Atlantic","Conservative","Woman","White","Accountable","Too little time",0.877393119700958
239268,"Some College","East South Central","Liberal","Woman","White","Accountable","About the right amount",0.572491486443353
239382,"College graduate","West South Central","Liberal","Woman","Other","Accountable","Too much time",0.456712429251152
239985,"College graduate","West South Central","Moderate","Woman","White","Punish","About the right amount",0.39991690668931
243060,"Postgraduate","Pacific","Conservative","Man","White","Punish","Too little time",0.389088514391168
243528,"Postgraduate","East South Central","Liberal","Man","White","Accountable","About the right amount",0.31369869662776
244331,"College graduate","South Atlantic","Conservative","Man","White","Accountable","About the right amount",0.182033141897142
244539,"Some College","Mountain","Conservative","Woman","White","Punish",NA,1.99369095459291
245863,"Some College","South Atlantic","Conservative","Woman","White","Punish","Too little time",0.507699593924008
246537,"Some College","South Atlantic","Moderate","Woman","White","Accountable","Too much time",0.335613242031787
247938,"College graduate","South Atlantic","Moderate","Woman","White","Punish","Too much time",0.436841149107718
248996,"Some College","West North Central","Conservative","Woman","White","Punish","About the right amount",0.363128461457016
274171,"College graduate","West South Central","Very Conservative","Man","White","Punish","Too little time",0.379086728608169
274495,"College graduate","West North Central","Moderate","Man","White","Punish","About the right amount",0.398367736290136
274630,"Postgraduate","Middle Atlantic","Conservative","Man","White","Punish","About the right amount",0.374653135008436
274825,"Postgraduate","Mountain","Liberal","Man","White","Punish","Too little time",0.43930858143738
275824,"Postgraduate","South Atlantic","Moderate","Man","White","Punish","Too much time",0.344210830916233
276645,"Less Than High School","West South Central","Liberal","Woman","Hispanic","Punish","Too much time",1.19698248820159
278114,"College graduate","East North Central","Conservative","Woman","White","Accountable","About the right amount",0.53953445750008
278702,"Associate's Degree","West South Central","Conservative","Woman","White","Punish","Too little time",0.421545673489596
279292,"College graduate","East North Central","Conservative","Woman","White","Punish","About the right amount",0.634256186419694
279766,"College graduate","East North Central","Conservative","Woman","White","Accountable","Too much time",0.447810929048411
279894,"Some College","West North Central","Moderate","Woman","White","Accountable","About the right amount",0.507765960045426
280034,"Some College","Middle Atlantic","Moderate","Man","Black","Accountable","Too little time",1.03126453668094
280823,"Postgraduate","West South Central","Conservative","Man","White","Accountable","About the right amount",0.385268364440824
280916,"Some College","East North Central","Moderate","Man","White","Punish","Too much time",0.410992931268977
281163,"Some College","Pacific","Conservative","Woman","White","Punish","About the right amount",0.485674297521096
281338,"Some College","South Atlantic","Conservative","Man","White","Punish",NA,0.320216801322331
281372,"Some College","West North Central","Conservative","Woman","White",NA,"Too little time",0.340003333258914
281718,"College graduate","East North Central","Moderate","Man","White","Punish","Too much time",0.313019568673596
281929,"Some College","South Atlantic","Very Liberal","Woman","Black","Accountable","About the right amount",0.424919246458198
281944,"Postgraduate","Middle Atlantic","Moderate","Woman","White","Punish","About the right amount",0.439764507439066
281969,"High School Graduate","West North Central","Moderate","Man","White","Punish","Too much time",0.922720022457099
282245,"College graduate","New England","Very Liberal","Man","White","Accountable","Too much time",0.1805958967713
282372,"College graduate","Pacific","Very Liberal","Woman","White","Accountable","Too much time",0.234663902269347
282430,"Some College","East North Central","Liberal","Man","Black","Accountable","Too much time",1.40250937073276
283820,"College graduate","South Atlantic","Conservative","Man","White","Accountable","About the right amount",0.732889034059875
283850,"Associate's Degree","Mountain",NA,"Woman","Refused","Accountable",NA,0.730622515808828
283898,"Some College","Pacific","Conservative","Man","Hispanic","Accountable","Too little time",0.533387778855647
